# gene-model: GENCODE v36
gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstranded	fpkm_unstranded	fpkm_uq_unstranded
ENSG00000248599.2	FLJ42969	lncRNA	9	6	3	0.2549	0.0992	0.1028
ENSG00000248600.2	AC025465.2	lncRNA	0	1	2	0.0000	0.0000	0.0000
ENSG00000248601.1	AC116634.1	lncRNA	2	2	0	0.3961	0.1542	0.1597
ENSG00000248605.5	AC022140.1	lncRNA	4	2	2	0.3069	0.1195	0.1237
ENSG00000248607.1	AC117422.1	lncRNA	6	5	1	1.4016	0.5457	0.5652
ENSG00000248608.2	AC133963.1	processed_pseudogene	1	0	1	0.0527	0.0205	0.0213
ENSG00000248610.1	HSPA8P4	processed_pseudogene	14	3	11	0.6455	0.2513	0.2603
ENSG00000248611.1	AC107385.1	processed_pseudogene	2	0	2	0.2276	0.0886	0.0918
ENSG00000248613.1	AC021146.3	unprocessed_pseudogene	1	0	1	0.3405	0.1326	0.1373
ENSG00000248616.1	ANKRD49P3	processed_pseudogene	2	0	2	0.2476	0.0964	0.0999
ENSG00000248618.1	ENPP7P3	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000248621.2	AC108019.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000248624.1	AC022447.2	lncRNA	5	0	5	0.8152	0.3174	0.3287
ENSG00000248625.1	AC079768.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000248626.1	GAPDHP40	processed_pseudogene	7	0	7	0.6160	0.2398	0.2484
ENSG00000248627.1	AC095059.1	lncRNA	2	1	1	0.5073	0.1975	0.2046
ENSG00000248629.1	AC092608.1	lncRNA	15	15	0	4.9737	1.9364	2.0057
ENSG00000248633.1	WRBP1	transcribed_processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000248634.1	AC008588.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000248635.1	AC147055.1	unprocessed_pseudogene	11	1	10	1.2985	0.5055	0.5236
ENSG00000248636.7	AC002070.1	lncRNA	15	26	10	0.9040	0.3519	0.3645
ENSG00000248637.1	AC108064.1	processed_pseudogene	1	0	1	0.1925	0.0749	0.0776
ENSG00000248639.2	AC098799.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000248640.1	HNRNPA1P56	processed_pseudogene	1	1	0	0.0928	0.0361	0.0374
ENSG00000248641.1	HMGA1P2	processed_pseudogene	44	42	2	12.0229	4.6808	4.8482
ENSG00000248642.1	OR10J2P	unprocessed_pseudogene	1	0	1	0.0921	0.0359	0.0371
ENSG00000248643.5	RBM14-RBM4	protein_coding	195	0	195	6.6992	2.6081	2.7014
ENSG00000248645.1	AC106872.5	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000248646.1	AC096759.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000248647.2	AC012613.1	lncRNA	12	11	1	1.4395	0.5604	0.5805
ENSG00000248648.1	AC113410.1	processed_pseudogene	10	10	0	3.5843	1.3954	1.4454
ENSG00000248651.1	GCSHP1	processed_pseudogene	1	0	1	0.1829	0.0712	0.0738
ENSG00000248652.2	AC034244.1	processed_pseudogene	1	0	1	0.4277	0.1665	0.1725
ENSG00000248654.1	MTCO3P44	unprocessed_pseudogene	9	0	9	1.4728	0.5734	0.5939
ENSG00000248656.2	AC083795.2	lncRNA	14	14	0	0.7800	0.3037	0.3145
ENSG00000248659.1	AC023162.1	unprocessed_pseudogene	2	1	1	0.3736	0.1454	0.1506
ENSG00000248660.1	SRIP1	processed_pseudogene	2	1	1	0.6148	0.2394	0.2479
ENSG00000248663.6	LINC00992	lncRNA	108	1	107	8.3579	3.2539	3.3703
ENSG00000248664.1	AC010273.2	lncRNA	6	883	4	0.5615	0.2186	0.2264
ENSG00000248667.1	AC010486.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000248668.3	OXCT1-AS1	lncRNA	5	29	4	0.1997	0.0777	0.0805
ENSG00000248669.1	AC116562.1	processed_pseudogene	1	0	1	0.2459	0.0957	0.0992
ENSG00000248671.8	ALG1L9P	lncRNA	129	91	61	1.1484	0.4471	0.4631
ENSG00000248672.5	LY75-CD302	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000248673.2	LINC01331	lncRNA	19	8	11	0.4595	0.1789	0.1853
ENSG00000248674.1	RBBP4P6	processed_pseudogene	1	0	1	0.4383	0.1706	0.1767
ENSG00000248676.1	AC083902.1	lncRNA	2	2	0	0.4932	0.1920	0.1989
ENSG00000248677.2	LINC02102	lncRNA	10	3	7	0.2503	0.0974	0.1009
ENSG00000248682.1	ARHGAP22-IT1	lncRNA	6	0	6	1.1302	0.4400	0.4558
ENSG00000248684.1	BIN2P2	processed_pseudogene	1	1	1	0.0679	0.0265	0.0274
ENSG00000248685.6	LINC02484	lncRNA	13	9	4	0.3041	0.1184	0.1226
ENSG00000248687.2	AC024589.1	unprocessed_pseudogene	4	3	1	1.3465	0.5242	0.5430
ENSG00000248690.8	HAS2-AS1	lncRNA	136	37	149	2.1322	0.8301	0.8598
ENSG00000248692.5	ADGRL3-AS1	lncRNA	3	18	1	0.2805	0.1092	0.1131
ENSG00000248693.1	LINC02100	lncRNA	15	0	15	5.5797	2.1723	2.2500
ENSG00000248694.1	AC079226.1	lncRNA	0	6	0	0.0000	0.0000	0.0000
ENSG00000248696.1	AC011406.1	processed_pseudogene	58	57	1	13.8780	5.4030	5.5963
ENSG00000248697.1	TOX4P1	processed_pseudogene	10	0	10	0.4755	0.1851	0.1917
ENSG00000248698.6	LINC01085	transcribed_processed_pseudogene	6	3	3	0.2053	0.0799	0.0828
ENSG00000248699.1	AC114964.1	processed_pseudogene	1	0	1	0.0797	0.0310	0.0321
ENSG00000248701.1	AC008539.1	lncRNA	1	0	1	0.1837	0.0715	0.0741
ENSG00000248702.1	AC005921.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000248703.2	LINC02415	lncRNA	0	1	1	0.0000	0.0000	0.0000
ENSG00000248704.1	MTND4P2	unprocessed_pseudogene	1	1	0	0.0736	0.0287	0.0297
ENSG00000248705.1	AC114812.4	unprocessed_pseudogene	12	0	12	1.4034	0.5464	0.5659
ENSG00000248708.2	LINC02144	lncRNA	3	3	0	0.2903	0.1130	0.1171
ENSG00000248709.3	AC008549.1	lncRNA	5	2	3	0.2803	0.1091	0.1130
ENSG00000248710.1	AC079594.1	protein_coding	0	20	0	0.0000	0.0000	0.0000
ENSG00000248711.1	THUMPD3P1	unprocessed_pseudogene	9	0	9	0.5384	0.2096	0.2171
ENSG00000248712.7	CCDC153	protein_coding	21	136	14	0.7274	0.2832	0.2933
ENSG00000248713.1	C4orf54	protein_coding	12	3	9	0.1053	0.0410	0.0425
ENSG00000248714.7	AC091180.2	lncRNA	40	34	6	1.4898	0.5800	0.6008
ENSG00000248715.2	AC105424.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000248716.2	AC093815.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000248717.1	LINC02222	lncRNA	6	1	5	0.5113	0.1990	0.2062
ENSG00000248719.2	AC021127.1	lncRNA	2	7	2	0.0988	0.0384	0.0398
ENSG00000248720.1	RFPL4AP5	processed_pseudogene	1	0	1	0.1757	0.0684	0.0708
ENSG00000248722.1	AK3P4	processed_pseudogene	12	12	0	1.8223	0.7095	0.7348
ENSG00000248724.6	NPHP3-AS1	lncRNA	8	38	5	0.1358	0.0529	0.0548
ENSG00000248725.3	AC097488.1	processed_pseudogene	1	1	0	0.1171	0.0456	0.0472
ENSG00000248727.6	LINC01948	lncRNA	43	7	36	0.4804	0.1870	0.1937
ENSG00000248729.1	MTCO1P30	processed_pseudogene	4	0	4	0.6106	0.2377	0.2462
ENSG00000248730.1	EGFLAM-AS4	lncRNA	13	13	0	0.7289	0.2838	0.2939
ENSG00000248733.1	AC008852.1	lncRNA	1	0	1	0.1963	0.0764	0.0792
ENSG00000248734.2	AC008906.1	lncRNA	187	489	53	16.5389	6.4390	6.6694
ENSG00000248735.2	R3HDM2P1	processed_pseudogene	4	3	1	0.1807	0.0703	0.0729
ENSG00000248736.3	AC094105.2	lncRNA	6	4	2	0.1706	0.0664	0.0688
ENSG00000248738.6	AC037441.1	lncRNA	13	10	3	0.2861	0.1114	0.1154
ENSG00000248739.1	AC069306.1	processed_pseudogene	6	1	5	0.6301	0.2453	0.2541
ENSG00000248740.6	LINC02428	lncRNA	7	2	5	0.1606	0.0625	0.0648
ENSG00000248744.1	AC108467.1	lncRNA	1	0	1	0.1317	0.0513	0.0531
ENSG00000248745.2	NMNAT1P4	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000248746.6	ACTN3	protein_coding	2	1	1	0.0512	0.0199	0.0206
ENSG00000248747.1	AC107220.1	lncRNA	4	3	1	0.3415	0.1330	0.1377
ENSG00000248748.1	MTND5P9	unprocessed_pseudogene	5	7	0	0.2522	0.0982	0.1017
ENSG00000248749.1	AC104063.1	lncRNA	1	1	0	0.1261	0.0491	0.0509
ENSG00000248750.2	AC020699.1	processed_pseudogene	4	3	1	0.7958	0.3098	0.3209
ENSG00000248751.6	AC004997.1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000248752.3	AC116362.1	lncRNA	27	7	20	0.5406	0.2105	0.2180
ENSG00000248753.1	AC008406.2	lncRNA	25	2	23	4.1603	1.6197	1.6777
ENSG00000248755.1	AC092639.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000248757.2	LINC02115	lncRNA	50	47	3	10.2468	3.9893	4.1320
ENSG00000248758.1	AC008883.1	lncRNA	34	34	0	15.5963	6.0720	6.2892
ENSG00000248761.1	AC091874.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000248762.2	AC012339.1	lncRNA	4	4	0	0.3763	0.1465	0.1518
ENSG00000248763.2	AC111000.2	unprocessed_pseudogene	1	0	1	0.1610	0.0627	0.0649
ENSG00000248764.1	AC092435.2	lncRNA	1	1	0	0.1690	0.0658	0.0681
ENSG00000248765.1	MTCYBP37	processed_pseudogene	7	2	6	0.5470	0.2129	0.2206
ENSG00000248766.2	AC093303.1	processed_pseudogene	2	2	0	0.6002	0.2337	0.2420
ENSG00000248767.2	FOXL3	protein_coding	1	1	0	0.0814	0.0317	0.0328
ENSG00000248769.1	AC139495.1	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000248770.1	AC019235.1	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000248771.5	SMIM31	protein_coding	516	7	510	14.3205	5.5753	5.7748
ENSG00000248772.1	AC108729.3	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000248773.1	AC108727.1	lncRNA	136	0	136	30.6370	11.9277	12.3544
ENSG00000248774.1	AC097534.1	lncRNA	36	1070	42	6.1174	2.3816	2.4668
ENSG00000248775.1	AC091951.2	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000248777.1	AC006499.1	processed_pseudogene	7	6	1	0.7291	0.2838	0.2940
ENSG00000248778.1	AC105391.1	processed_pseudogene	0	354	6	0.0000	0.0000	0.0000
ENSG00000248779.1	AC093297.1	lncRNA	5	4	1	0.7490	0.2916	0.3020
ENSG00000248780.1	ARL4AP2	processed_pseudogene	27	0	27	3.9773	1.5485	1.6039
ENSG00000248781.1	PSMC1P4	processed_pseudogene	9	4	5	0.6004	0.2338	0.2421
ENSG00000248783.1	AC106771.1	lncRNA	2	0	2	0.4760	0.1853	0.1919
ENSG00000248785.1	HIGD1AP14	processed_pseudogene	25	2	23	7.8486	3.0556	3.1650
ENSG00000248787.2	AC092903.2	lncRNA	238	2	236	20.3778	7.9335	8.2174
ENSG00000248789.5	LINC02118	lncRNA	6	1	5	0.6999	0.2725	0.2822
ENSG00000248790.1	AC097103.1	lncRNA	15	0	15	4.8644	1.8938	1.9616
ENSG00000248791.1	AC010627.1	processed_pseudogene	234	0	234	16.0096	6.2329	6.4559
ENSG00000248792.2	LINC00266-2P	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000248794.1	AC026436.1	processed_pseudogene	54	31	23	17.7064	6.8935	7.1401
ENSG00000248795.1	AC098859.1	processed_pseudogene	5	3	2	0.3576	0.1392	0.1442
ENSG00000248796.1	MED15P8	unprocessed_pseudogene	1	1	0	0.1624	0.0632	0.0655
ENSG00000248799.1	AC022118.1	lncRNA	1	1	0	0.1618	0.0630	0.0653
ENSG00000248801.7	C8orf34-AS1	lncRNA	45	5	43	0.8568	0.3336	0.3455
ENSG00000248802.1	AC078850.2	lncRNA	1	1	0	0.1483	0.0577	0.0598
ENSG00000248803.1	AC092349.1	processed_pseudogene	1	0	1	0.2856	0.1112	0.1152
ENSG00000248807.1	KRTAP9-12P	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000248809.6	LINC01095	lncRNA	7	2	5	0.1751	0.0682	0.0706
ENSG00000248810.2	LINC02432	lncRNA	461	23	438	5.5870	2.1752	2.2530
ENSG00000248813.1	AC022447.3	lncRNA	4	4	0	0.7154	0.2785	0.2885
ENSG00000248816.1	AC079226.2	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000248817.1	PMPCAP1	processed_pseudogene	4	1	3	0.2247	0.0875	0.0906
ENSG00000248820.2	DYNLL1P6	processed_pseudogene	1	1	0	0.3353	0.1306	0.1352
ENSG00000248821.1	AC009238.3	unprocessed_pseudogene	0	12	0	0.0000	0.0000	0.0000
ENSG00000248822.1	APOBEC3AP1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000248824.2	AC108078.1	unprocessed_pseudogene	3	1	2	0.3663	0.1426	0.1477
ENSG00000248826.2	PCBP2P3	processed_pseudogene	2	1	1	0.2100	0.0818	0.0847
ENSG00000248827.1	AC024587.1	processed_pseudogene	6	1	5	0.2463	0.0959	0.0993
ENSG00000248830.1	ZNF807P	unprocessed_pseudogene	13	1	12	0.6742	0.2625	0.2719
ENSG00000248831.2	AC008638.1	processed_pseudogene	5	3	2	0.5112	0.1990	0.2061
ENSG00000248834.2	MARK2P5	processed_pseudogene	1	1	0	0.1396	0.0544	0.0563
ENSG00000248837.7	AC097512.1	lncRNA	15	8	7	0.1722	0.0670	0.0694
ENSG00000248838.2	PGAM1P13	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000248839.1	AC021660.2	lncRNA	0	10	0	0.0000	0.0000	0.0000
ENSG00000248840.2	AL645949.1	transcribed_processed_pseudogene	10	0	10	1.6185	0.6301	0.6527
ENSG00000248842.1	AC011396.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000248843.1	AL645949.2	processed_pseudogene	17	17	0	1.9148	0.7455	0.7722
ENSG00000248844.6	LINC02753	lncRNA	20	20	0	0.8875	0.3455	0.3579
ENSG00000248846.3	LINC02065	lncRNA	28	26	2	1.2771	0.4972	0.5150
ENSG00000248847.2	AC074087.1	processed_pseudogene	1	0	1	0.1223	0.0476	0.0493
ENSG00000248848.1	PPBPP2	transcribed_unprocessed_pseudogene	4	2	3	0.2600	0.1012	0.1048
ENSG00000248850.1	AC078867.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000248851.1	AC006427.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000248853.1	AC113352.1	processed_pseudogene	1	0	1	0.1329	0.0518	0.0536
ENSG00000248854.1	HNRNPH1P3	processed_pseudogene	7	3	4	0.5059	0.1970	0.2040
ENSG00000248858.7	FLJ46284	lncRNA	160	6	154	1.7551	0.6833	0.7077
ENSG00000248859.2	LINC01574	lncRNA	1	0	1	0.1581	0.0615	0.0638
ENSG00000248863.2	AC097376.2	transcribed_processed_pseudogene	102	76	26	7.2825	2.8352	2.9367
ENSG00000248866.1	USP46-DT	lncRNA	100	0	100	8.4477	3.2889	3.4066
ENSG00000248867.1	AC010625.1	processed_pseudogene	3	0	3	0.6590	0.2566	0.2658
ENSG00000248869.7	LINC02511	lncRNA	10	2	8	0.2612	0.1017	0.1053
ENSG00000248870.1	AC026782.2	lncRNA	10	10	0	1.3920	0.5419	0.5613
ENSG00000248871.1	TNFSF12-TNFSF13	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000248872.2	LINC02431	lncRNA	11	4	7	0.2654	0.1033	0.1070
ENSG00000248873.1	SERBP1P6	processed_pseudogene	21	17	4	1.9948	0.7766	0.8044
ENSG00000248874.5	C5orf17	lncRNA	8	1	7	0.3570	0.1390	0.1440
ENSG00000248876.1	AC091917.2	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000248877.2	PGBD4P4	processed_pseudogene	1	0	1	0.1444	0.0562	0.0582
ENSG00000248878.1	AC022447.4	transcribed_processed_pseudogene	5	2	3	1.2161	0.4735	0.4904
ENSG00000248880.1	ICE2P1	processed_pseudogene	4	3	1	0.1915	0.0746	0.0772
ENSG00000248881.1	AC010245.1	lncRNA	0	83	0	0.0000	0.0000	0.0000
ENSG00000248883.2	B4GALNT2P1	unprocessed_pseudogene	1	1	0	0.2884	0.1123	0.1163
ENSG00000248884.1	AC010280.2	lncRNA	6	1	5	1.2956	0.5044	0.5224
ENSG00000248885.1	AC118465.1	processed_pseudogene	79	79	0	5.5028	2.1424	2.2190
ENSG00000248886.2	UGT2A3P7	unprocessed_pseudogene	3	0	3	0.3618	0.1409	0.1459
ENSG00000248890.2	HHIP-AS1	lncRNA	28	64	30	1.1514	0.4483	0.4643
ENSG00000248891.2	AC091860.1	processed_pseudogene	2	1	1	0.4099	0.1596	0.1653
ENSG00000248893.3	FAM138E	lncRNA	1	1	0	0.0726	0.0283	0.0293
ENSG00000248895.1	AC068531.2	processed_pseudogene	2	1	1	0.9080	0.3535	0.3662
ENSG00000248896.3	AC105001.1	lncRNA	171	165	6	4.6198	1.7986	1.8629
ENSG00000248898.3	AC022126.1	lncRNA	18	87	13	0.5619	0.2188	0.2266
ENSG00000248901.2	LINC01846	lncRNA	8	3	5	0.5883	0.2290	0.2372
ENSG00000248903.1	AP000867.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000248905.10	FMN1	protein_coding	6988	110	6878	30.5210	11.8825	12.3077
ENSG00000248907.1	MTND2P33	unprocessed_pseudogene	4	2	2	0.3435	0.1337	0.1385
ENSG00000248908.1	LINC02239	lncRNA	5	1	4	0.1933	0.0753	0.0779
ENSG00000248909.1	HMGB1P21	processed_pseudogene	31	1	30	4.7237	1.8391	1.9049
ENSG00000248911.2	AC009800.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000248912.1	AC096736.1	lncRNA	2	0	2	0.1870	0.0728	0.0754
ENSG00000248913.1	PHBP14	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000248915.2	ACTR6P1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000248916.1	NUP210P3	unprocessed_pseudogene	0	5	0	0.0000	0.0000	0.0000
ENSG00000248918.2	AC008808.1	lncRNA	2	2	0	0.4099	0.1596	0.1653
ENSG00000248919.7	ATP5MF-PTCD1	protein_coding	15	41	7	0.4645	0.1808	0.1873
ENSG00000248920.3	USP17L19	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000248921.1	AC021193.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000248923.1	MTND5P11	processed_pseudogene	216	185	59	10.5535	4.1087	4.2557
ENSG00000248924.2	AC139713.1	transcribed_processed_pseudogene	0	107	1	0.0000	0.0000	0.0000
ENSG00000248925.1	AC021087.1	lncRNA	5	5	0	0.8480	0.3301	0.3420
ENSG00000248926.1	AC114801.2	processed_pseudogene	8	8	0	0.9069	0.3531	0.3657
ENSG00000248927.1	AC114284.1	lncRNA	22	2	20	1.7484	0.6807	0.7050
ENSG00000248928.1	AC008837.2	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000248929.1	HIGD1AP3	processed_pseudogene	2	1	1	0.6369	0.2480	0.2568
ENSG00000248930.1	CHP1P1	processed_pseudogene	77	76	1	11.7534	4.5759	4.7396
ENSG00000248931.1	MTCYBP40	processed_pseudogene	6	5	1	0.4680	0.1822	0.1887
ENSG00000248932.6	AC046134.2	lncRNA	508	296	237	3.2980	1.2840	1.3299
ENSG00000248933.3	USP17L22	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000248935.1	AC034234.1	lncRNA	17	17	0	2.0991	0.8172	0.8465
ENSG00000248936.1	AC027607.1	lncRNA	66	111	12	10.9421	4.2600	4.4124
ENSG00000248939.1	AC111198.1	lncRNA	3	2	1	0.4383	0.1706	0.1767
ENSG00000248942.3	LINC01335	lncRNA	8	3	5	0.3771	0.1468	0.1521
ENSG00000248943.1	AC140125.1	lncRNA	2	1	1	0.2589	0.1008	0.1044
ENSG00000248944.1	FAM90A6P	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000248946.2	MTND3P22	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000248949.1	AC122719.1	lncRNA	1	0	1	0.1584	0.0617	0.0639
ENSG00000248950.1	LDHBP3	processed_pseudogene	1	0	1	0.1077	0.0419	0.0434
ENSG00000248951.2	MTCO2P32	processed_pseudogene	3	3	0	0.6590	0.2566	0.2658
ENSG00000248954.1	AC027801.2	lncRNA	6	2	4	0.2925	0.1139	0.1180
ENSG00000248955.1	AC113367.2	processed_pseudogene	2	0	2	1.1066	0.4308	0.4463
ENSG00000248956.1	HMGB1P44	processed_pseudogene	2	0	2	0.3096	0.1205	0.1248
ENSG00000248958.2	ZSWIM5P3	processed_pseudogene	4	1	3	0.1291	0.0503	0.0521
ENSG00000248962.1	AC025773.1	lncRNA	2	1	1	0.3168	0.1233	0.1277
ENSG00000248964.7	AC131254.1	lncRNA	11	6	5	0.3229	0.1257	0.1302
ENSG00000248965.1	AC011389.1	lncRNA	10	9	1	2.4255	0.9443	0.9781
ENSG00000248966.1	BCLAF1P1	processed_pseudogene	7	1	6	0.2252	0.0877	0.0908
ENSG00000248967.1	AC022493.2	processed_pseudogene	42	43	0	7.7304	3.0096	3.1173
ENSG00000248968.1	AC012640.1	lncRNA	20	30	0	2.5736	1.0020	1.0378
ENSG00000248969.1	AC137810.1	lncRNA	3	5	3	0.4918	0.1915	0.1983
ENSG00000248971.2	KRT8P46	processed_pseudogene	63	1	62	3.9113	1.5228	1.5772
ENSG00000248973.3	AC106799.2	lncRNA	10	3	7	0.1972	0.0768	0.0795
ENSG00000248975.2	AL133372.2	lncRNA	4	0	5	0.1996	0.0777	0.0805
ENSG00000248977.1	AC095057.1	processed_pseudogene	2	2	0	1.0540	0.4103	0.4250
ENSG00000248978.2	AC009901.1	unprocessed_pseudogene	1	0	1	0.1636	0.0637	0.0660
ENSG00000248979.2	LAMTOR3P2	processed_pseudogene	18	18	0	6.8689	2.6742	2.7699
ENSG00000248980.1	SPCS3-AS1	lncRNA	3	196	4	0.4354	0.1695	0.1756
ENSG00000248984.1	AC004054.1	lncRNA	37	36	1	12.1322	4.7233	4.8923
ENSG00000248987.2	PRDX4P1	processed_pseudogene	1	1	0	0.1542	0.0600	0.0622
ENSG00000248988.1	PSME2P3	processed_pseudogene	6	2	4	0.7409	0.2884	0.2988
ENSG00000248990.1	LINC02758	lncRNA	1	1	0	0.1703	0.0663	0.0687
ENSG00000248991.1	AC097375.1	lncRNA	3	2	1	0.5443	0.2119	0.2195
ENSG00000248993.1	AL645941.2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000248994.2	AC124852.1	lncRNA	43	18	26	0.2641	0.1028	0.1065
ENSG00000248995.2	LINC02231	lncRNA	2	2	0	0.3961	0.1542	0.1597
ENSG00000248996.1	AC145098.1	lncRNA	13	20	2	2.6519	1.0324	1.0694
ENSG00000248998.2	EFL1P2	processed_pseudogene	5	1	4	0.2761	0.1075	0.1114
ENSG00000249000.1	AC093722.1	lncRNA	2	1	1	0.3621	0.1410	0.1460
ENSG00000249001.5	AC093895.1	lncRNA	3	2	1	0.1455	0.0567	0.0587
ENSG00000249002.2	AC096745.1	processed_pseudogene	8	0	8	1.9142	0.7452	0.7719
ENSG00000249003.1	CLUHP4	unprocessed_pseudogene	2	1	1	0.1318	0.0513	0.0532
ENSG00000249004.1	PRMT5P1	processed_pseudogene	2	0	2	0.2961	0.1153	0.1194
ENSG00000249005.3	FAM90A4P	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000249006.1	AL136360.1	processed_pseudogene	11	2	9	0.5126	0.1995	0.2067
ENSG00000249007.1	AL691482.3	lncRNA	280	0	280	25.1154	9.7780	10.1278
ENSG00000249008.1	AC097518.1	lncRNA	2	2	0	0.4206	0.1637	0.1696
ENSG00000249012.2	AC104819.1	unprocessed_pseudogene	562	560	2	102.3764	39.8574	41.2835
ENSG00000249013.1	FTH1P21	processed_pseudogene	1	0	1	0.1733	0.0675	0.0699
ENSG00000249014.2	HMGN2P4	processed_pseudogene	14	10	4	3.2531	1.2665	1.3118
ENSG00000249016.1	AC112198.2	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000249017.1	AC094108.1	lncRNA	1	1	0	0.1493	0.0581	0.0602
ENSG00000249018.2	GAPDHP56	processed_pseudogene	2	0	2	0.1792	0.0698	0.0723
ENSG00000249019.2	AC108471.1	processed_pseudogene	158	155	3	48.7388	18.9751	19.6540
ENSG00000249020.1	SNORA58	snoRNA	88	0	88	56.8672	22.1397	22.9318
ENSG00000249021.1	AC008549.2	lncRNA	1	0	1	0.1254	0.0488	0.0506
ENSG00000249022.2	AC093599.1	lncRNA	1	1	0	0.0852	0.0332	0.0344
ENSG00000249023.1	AC010486.2	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000249025.1	ZNF519P4	processed_pseudogene	1	0	1	0.7083	0.2757	0.2856
ENSG00000249026.2	CTNNA1P1	processed_pseudogene	40	4	36	1.2981	0.5054	0.5235
ENSG00000249028.2	AC004672.1	lncRNA	100	100	0	4.2400	1.6507	1.7098
ENSG00000249031.1	SUMO2P6	processed_pseudogene	2	1	1	0.6148	0.2394	0.2479
ENSG00000249035.7	CLMAT3	lncRNA	86	329	0	2.4664	0.9602	0.9946
ENSG00000249036.1	AC092674.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000249038.2	AARS1P1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000249041.1	AC009567.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000249042.6	AC008771.1	lncRNA	232	757	575	2.3814	0.9271	0.9603
ENSG00000249045.1	MTND3P24	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000249047.2	COX6B1P5	processed_pseudogene	24	24	0	8.5332	3.3222	3.4410
ENSG00000249048.2	TRAV31	TR_V_pseudogene	15	15	0	3.8830	1.5117	1.5658
ENSG00000249049.1	AC074124.1	lncRNA	23	23	0	5.4300	2.1140	2.1896
ENSG00000249050.1	AC021242.1	processed_pseudogene	6	3	3	0.2610	0.1016	0.1053
ENSG00000249051.2	AC112518.1	processed_pseudogene	5	2	3	1.0416	0.4055	0.4200
ENSG00000249052.1	AC093810.1	lncRNA	1	0	1	0.1534	0.0597	0.0619
ENSG00000249053.1	AC106794.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000249054.2	FAM138D	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000249055.1	TBCAP3	transcribed_processed_pseudogene	23	0	23	6.5264	2.5409	2.6318
